"ST","STATE","ST_ABBR","STCNTY","COUNTY.x","FIPS","LOCATION","AREA_SQMI","E_TOTPOP.x","M_TOTPOP.x","E_HU","M_HU","E_HH","M_HH","E_POV150","M_POV150","E_UNEMP","M_UNEMP","E_HBURD","M_HBURD","E_NOHSDP","M_NOHSDP","E_UNINSUR","M_UNINSUR","E_AGE65","M_AGE65","E_AGE17","M_AGE17","E_DISABL","M_DISABL","E_SNGPNT","M_SNGPNT","E_LIMENG","M_LIMENG","E_MINRTY","M_MINRTY","E_MUNIT","M_MUNIT","E_MOBILE","M_MOBILE","E_CROWD","M_CROWD","E_NOVEH","M_NOVEH","E_GROUPQ","M_GROUPQ","EP_POV150","MP_POV150","EP_UNEMP.x","MP_UNEMP","EP_HBURD","MP_HBURD","EP_NOHSDP.x","MP_NOHSDP","EP_UNINSUR.x","MP_UNINSUR","EP_AGE65.x","MP_AGE65","EP_AGE17.x","MP_AGE17","EP_DISABL.x","MP_DISABL","EP_SNGPNT","MP_SNGPNT","EP_LIMENG.x","MP_LIMENG","EP_MINRTY.x","MP_MINRTY","EP_MUNIT","MP_MUNIT","EP_MOBILE.x","MP_MOBILE","EP_CROWD","MP_CROWD","EP_NOVEH","MP_NOVEH","EP_GROUPQ.x","MP_GROUPQ","EPL_POV150","EPL_UNEMP.x","EPL_HBURD","EPL_NOHSDP.x","EPL_UNINSUR.x","SPL_THEME1","RPL_THEME1","EPL_AGE65.x","EPL_AGE17.x","EPL_DISABL.x","EPL_SNGPNT","EPL_LIMENG.x","SPL_THEME2","RPL_THEME2","EPL_MINRTY.x","SPL_THEME3","RPL_THEME3","EPL_MUNIT","EPL_MOBILE.x","EPL_CROWD","EPL_NOVEH","EPL_GROUPQ.x","SPL_THEME4","RPL_THEME4","SPL_THEMES","RPL_THEMES","F_POV150","F_UNEMP","F_HBURD","F_NOHSDP","F_UNINSUR","F_THEME1","F_AGE65","F_AGE17","F_DISABL","F_SNGPNT","F_LIMENG","F_THEME2","F_MINRTY","F_THEME3","F_MUNIT","F_MOBILE","F_CROWD","F_NOVEH","F_GROUPQ","F_THEME4","F_TOTAL","E_DAYPOP.x","E_NOINT","M_NOINT","E_AFAM","M_AFAM","E_HISP","M_HISP","E_ASIAN","M_ASIAN","E_AIAN","M_AIAN","E_NHPI","M_NHPI","E_TWOMORE","M_TWOMORE","E_OTHERRACE","M_OTHERRACE","EP_NOINT.x","MP_NOINT","EP_AFAM","MP_AFAM","EP_HISP","MP_HISP","EP_ASIAN","MP_ASIAN","EP_AIAN","MP_AIAN","EP_NHPI","MP_NHPI","EP_TWOMORE","MP_TWOMORE","EP_OTHERRACE","MP_OTHERRACE","Unique
Record
Serial
Number","Classification","Address","City","State","Country","Concatenated_Address","Latitude","Longitude","Facility_Type","Facility_Status","Facility_Code","V13"," Ground
Square
Feet"," Mezzanine
Square 
Feet"," Total Working
Square 
Feet","Zip","Nearest 
Major
Metro Market","Year","GEOID.x","closest_fips","STATEFP","COUNTYFP","TRACTCE","AFFGEOID","GEOID.y","NAME","COUNTY.y","StateAbbr","StateDesc","Location","E_TOTPOP.y","M_TOTPOP.y","E_DAYPOP.y","SPL_EJI","RPL_EJI","SPL_SER","RPL_SER","EPL_OZONE","EPL_PM","EPL_DSLPM","EPL_TOTCR","SPL_EBM_THEME1","RPL_EBM_DOM1","EPL_NPL","EPL_TRI","EPL_TSD","EPL_RMP","EPL_COAL","EPL_LEAD","SPL_EBM_THEME2","RPL_EBM_DOM2","EPL_PARK","EPL_HOUAGE","EPL_WLKIND","SPL_EBM_THEME3","RPL_EBM_DOM3","EPL_RAIL","EPL_ROAD","EPL_AIRPRT","SPL_EBM_THEME4","RPL_EBM_DOM4","EPL_IMPWTR","SPL_EBM_THEME5","RPL_EBM_DOM5","SPL_EBM","RPL_EBM","EPL_MINRTY.y","SPL_SVM_DOM1","RPL_SVM_DOM1","EPL_POV200","EPL_NOHSDP.y","EPL_UNEMP.y","EPL_RENTER","EPL_HOUBDN","EPL_UNINSUR.y","EPL_NOINT","SPL_SVM_DOM2","RPL_SVM_DOM2","EPL_AGE65.y","EPL_AGE17.y","EPL_DISABL.y","EPL_LIMENG.y","SPL_SVM_DOM3","RPL_SVM_DOM3","EPL_MOBILE.y","EPL_GROUPQ.y","SPL_SVM_DOM4","RPL_SVM_DOM4","SPL_SVM","RPL_SVM","F_BPHIGH","F_ASTHMA","F_CANCER","F_MHLTH","F_DIABETES","F_HVM","RPL_HVM","E_OZONE","E_PM","E_DSLPM","E_TOTCR","E_NPL","E_TRI","E_TSD","E_RMP","E_COAL","E_LEAD","E_PARK","E_HOUAGE","E_WLKIND","E_RAIL","E_ROAD","E_AIRPRT","E_IMPWTR","EP_MINRTY.y","EP_POV200","EP_NOHSDP.y","EP_UNEMP.y","EP_RENTER","EP_HOUBDN","EP_UNINSUR.y","EP_NOINT.y","EP_AGE65.y","EP_AGE17.y","EP_DISABL.y","EP_LIMENG.y","EP_MOBILE.y","EP_GROUPQ.y","EP_BPHIGH","EP_ASTHMA","EP_CANCER","EP_MHLTH","EP_DIABETES","EPL_BPHIGH","EPL_ASTHMA","EPL_CANCER","EPL_DIABETES","EPL_MHLTH"
1,"Alabama","AL",1101,"Montgomery County",1101005904,"Census Tract 59.04; Montgomery County; Alabama",84.112636531436,2938,641,1346,258,1154,255,588,235,64,58,347,239,522,338,218,162,556,176,311,167,853,338,43,49,102,140,1634,699,0,18,211,116,26,46,27,40,0,13,20,6.7,4.4,4.1,30.1,19.6,21.7,10.7,7.4,5.3,18.9,6.7,10.6,5.8,29,8.4,3.7,4.2,3.6,4.9,55.6,20.5,0,1.3,15.7,8.6,2.3,3.4,2.3,3.5,0,0.4,0.5357,0.4757,0.6669,0.8656,0.5379,3.0818,0.6823,0.6368,0.0668,0.9792,0.3689,0.7082,2.7599,0.673,0.6998,0.6998,0.6998,0,0.8577,0.5693,0.2826,0,1.7096,0.2664,8.2511,0.596,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,10990,276,131,1369,580,239,261,19,31,0,13,0,13,7,11,0,13,23.9,11.7,46.6,12.8,8.1,8.6,0.6,1,0,1.3,0,1.3,0.2,0.4,0,1.3,4471956,"Warehouse","Between I65 & U.S. Hwy 331 north of Hyundai Blvd","Montgomery","Alabama","USA","Between I65 & U.S. Hwy 331 north of Hyundai Blvd, Montgomery, Alabama 36105",32.279974,-86.336224,"I","New Confirmed","","","650,000","-","650,000","36105","Montgomery","2025",1101005904,1101005902,1,101,5902,"1400000US01101005902",1101005902,59.02,"Montgomery","AL","Alabama","Census Tract 59.02, Montgomery County, Alabama",3102,413,1649,2.6007,0.9764,1.8007,0.9616,0.325,0.871,0.5618,0.9628,2.7206,0.7694,0,0.8267,0,0.8502,0,0,1.6769,0.8156,1,0.744,0.3587,2.1027,0.8712,0.642,0.7666,0,1.4086,0.6847,0.4131,0.4131,0.4131,8.3219,0.9188,0.9909,0.9909,0.9909,0.8741,0.9295,0.8206,0.4884,0.7671,0.7681,0.9883,5.6361,0.905,0.7125,0.713,0.9392,0,2.3647,0.7883,0.4558,0,0.4558,0.2291,9.4475,0.8819,1,1,0,1,1,4,0.8,0.33,10.68,0.45,46.59,0,97.13,0,29.3,0,0,0,81.02,11.67,70.19,100,0,34.72,99.4,55.6491,30.2,8.6,30.8,36.5416,12.5,52.5,19.3,25.2,23.2,0,0.5,0,55.1,14.5,6,21.6,25,0.9963,0.986,0.3472,0.9957,0.9711
1,"Alabama","AL",1109,"Pike County",1109189001,"Census Tract 1890.01; Pike County; Alabama",18.841079527584,2725,359,1623,175,1230,214,496,220,0,13,465,193,87,78,190,104,580,214,423,144,396,174,17,28,0,52,641,524,0,18,473,157,0,18,131,113,7,3,18.2,7.7,0,2.6,37.8,14.2,4.2,3.8,7,3.9,21.3,7.8,15.5,4.8,14.6,6.3,1.4,2.3,0,2,23.5,19,0,1.1,29.1,10.1,0,1.1,10.7,8.6,0.3,0.1,0.4874,0,0.8205,0.2378,0.5121,2.0578,0.3713,0.7469,0.1734,0.6222,0.1342,0,1.6767,0.1051,0.3825,0.3825,0.3825,0,0.946,0,0.7654,0.5038,2.2152,0.4709,6.3322,0.2924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2496,255,152,580,231,0,13,0,13,30,39,0,13,31,45,0,13,20.7,11.4,21.3,8.5,0,1.4,0,1.4,1.1,1.5,0,1.4,1.1,1.7,0,1.4,2103395,"Warehouse","212 S 3 Notch St","Troy","Alabama","USA","212 S 3 Notch St, Troy, Alabama 36081",31.805981,-85.972373,"D","Existing","XAL2","X","10,000","-","10,000","36081","Troy","2022",1109189001,1109189000,1,109,189000,"1400000US01109189000",1109189000,1890,"Pike","AL","Alabama","Census Tract 1890, Pike County, Alabama",7499,823,8307,1.981,0.8146,1.581,0.8751,0,0.676,0.2136,0.9496,1.8392,0.4868,0,0.5753,0.94,0.794,0,0,2.3093,0.9247,1,0.2274,0.6578,1.8852,0.7434,0.5787,0.4688,0.8552,1.9027,0.9343,0.2364,0.2364,0.2364,8.1728,0.9046,0.6302,0.6302,0.6302,0.6322,0.4881,0.4444,0.5602,0.843,0.4251,0.8077,4.2007,0.655,0.5139,0.2075,0.6536,0,1.375,0.0999,0.9109,0.8072,1.7181,0.9665,7.924,0.6764,0,1,0,1,0,2,0.4,0,9.67,0.21,45.29,0,28.32,8.62,13.65,0,0,0,35.92,7.2,53.32,44.88,0.34,11.08,43,36.9814,9.6,4.4,35.5,41.0039,6,27.6,15.9,17.4,14.9,0,22.1,2.3,34.4,10.6,5.8,16.2,11.1,0.6447,0.718,0.3102,0.5479,0.7328
4,"Arizona","AZ",4013,"Maricopa County",4013061024,"Census Tract 610.24; Maricopa County; Arizona",5.682830317838,2237,358,775,62,717,87,123,87,89,54,132,66,105,76,211,119,301,102,358,138,349,133,41,38,73,86,1086,426,0,19,27,22,20,32,15,18,37,4,5.6,3.8,6.7,4.2,18.4,8.9,6.5,4.6,9.4,5.2,13.5,4.4,16,5.2,15.6,5.9,5.7,5.3,3.5,4.1,48.5,17.4,0,2.5,3.5,2.8,2.8,4.1,2.1,2.4,1.7,0.3,0.0903,0.6982,0.2883,0.3859,0.6457,2.1084,0.3867,0.3423,0.1908,0.6783,0.5574,0.703,2.4718,0.4966,0.6479,0.6479,0.6479,0,0.6671,0.6221,0.2614,0.7595,2.3101,0.5131,7.5382,0.4826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4826,83,60,31,24,924,308,2,12,11,17,64,95,54,36,0,14,11.6,8,1.4,1.1,41.3,10.2,0.1,0.5,0.5,0.8,2.9,4.1,2.4,1.6,0,1.9,637396,"Warehouse","16920 W. Commerce Dr.","Goodyear","Arizona","USA","16920 W. Commerce Dr., Goodyear, Arizona 85338-3620",33.411968,-112.422068,"F","Existing","PHX5","P","820,384","460,000","1,280,384","85338-3620","Phoenix","2008",4013061024,4013061024,4,13,61024,"1400000US04013061024",4013061024,610.24,"Maricopa","AZ","Arizona","Census Tract 610.24, Maricopa County, Arizona",1895,221,3190,1.4958,0.6212,1.4958,0.8347,0,0.2649,0.7215,0.9361,1.9225,0.5218,0.9666,0.7861,0,0.8453,0,0,2.598,0.9503,0.7745,0.0664,0.6948,1.5357,0.477,0.7109,0,0.9727,1.6836,0.9066,0,0,0,7.7398,0.8507,0.6751,0.6751,0.6751,0.4621,0.391,0.4989,0.5155,0.6278,0.5781,0.2624,3.3358,0.4671,0.092,0.7305,0.6473,0.6377,2.1075,0.5901,0.7308,0.8752,1.606,0.9284,7.7244,0.6451,0,0,0,0,0,0,0,0,7.93,0.6,44.3,25.63,87.67,0,27.55,0,0,7.47,10.59,6.83,87.99,0,58.31,0,49,28.0307,7.7,4.8,32.6,30.4918,8.3,10,7.7,25.5,14.8,2.6,6.5,3.8,21.3,10.1,3.8,14.7,6.4,0.0472,0.5987,0.0461,0.0536,0.5837
4,"Arizona","AZ",4013,"Maricopa County",4013061039,"Census Tract 610.39; Maricopa County; Arizona",3.958591450318,5728,695,1840,170,1759,182,183,157,33,37,236,107,217,105,297,240,494,73,1652,251,487,195,142,116,14,77,2209,1009,0,26,0,19,67,55,11,18,41,8,3.2,2.7,1.1,1.3,13.4,5.9,6,2.8,5.2,3.8,8.6,1.5,28.8,2.7,8.6,3.5,8.1,6.5,0.3,1.5,38.6,17,0,1.4,0,2.3,3.9,3,0.6,1,0.7,0.1,0.0319,0.0773,0.1244,0.3546,0.3848,0.973,0.0865,0.1239,0.8677,0.2137,0.7185,0.285,2.2088,0.3336,0.5597,0.5597,0.5597,0,0,0.7126,0.0912,0.6376,1.4414,0.1813,5.1829,0.1414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8281,24,29,587,352,1136,223,194,193,0,19,0,19,187,120,105,114,1.4,1.6,10.2,6.3,19.8,4.1,3.4,3.3,0,0.7,0,0.7,3.3,2.1,1.8,2,9180373,"Warehouse","13201 N Litchfield Road","Surprise","Arizona","USA","13201 N Litchfield Road, Surprise, Arizona 85379-4296",33.606258,-112.360216,"D","Existing","DTU7","D","145,491","-","145,491","85379-4296","Phoenix","2021",4013061039,4013061039,4,13,61039,"1400000US04013061039",4013061039,610.39,"Maricopa","AZ","Arizona","Census Tract 610.39, Maricopa County, Arizona",4423,273,5873,0.6776,0.1725,0.6776,0.2635,0.5508,0.1694,0.4853,0.8833,2.0888,0.5849,0,0.6309,0,0.6202,0,0,1.2511,0.6719,0.8452,0.0104,0.787,1.6426,0.5693,0.6822,0,0,0.6822,0.2652,0,0,0,5.6647,0.4391,0.5748,0.5748,0.5748,0.1809,0.3465,0.5953,0.271,0.2364,0.1551,0.0714,1.8566,0.1695,0.2887,0.9387,0.424,0.4409,2.0923,0.5772,0,0.6153,0.6153,0.3388,5.139,0.2385,0,0,0,0,0,0,0,1,7.28,0.39,41.51,0,42.18,0,0.03,0,0,0.61,1.49,5.83,80.73,0,0,0,36.8,14.4472,6.9,5.6,19.4,19.0691,2.8,4.4,12.1,31.6,11.5,1,0,0.6,23.6,10.1,4.7,13.8,6.8,0.0881,0.5987,0.1372,0.0713,0.4797
4,"Arizona","AZ",4013,"Maricopa County",4013061045,"Census Tract 610.45; Maricopa County; Arizona",15.77662193056,8209,940,2993,294,2786,327,872,411,119,74,475,172,237,125,1106,602,1741,483,1996,464,985,266,53,48,196,137,3705,1179,160,79,62,43,51,54,43,41,46,3,10.7,4.9,3.1,2,17,5.8,4.2,2.3,13.6,6.8,21.2,5.7,24.3,3.9,12.1,3.2,1.9,1.7,2.5,1.8,45.1,13.4,5.3,2.6,2.1,1.5,1.8,1.8,1.5,1.5,0.6,0.1,0.2536,0.3112,0.2378,0.2378,0.8016,1.842,0.3069,0.7431,0.6685,0.4604,0.1812,0.636,2.6892,0.6309,0.6196,0.6196,0.6196,0.5276,0.6156,0.5056,0.1949,0.6146,2.4583,0.5787,7.6091,0.4946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,102,61,599,377,1863,747,340,244,269,249,0,19,619,402,15,24,3.7,2.2,7.3,4.3,22.7,7.6,4.1,3.1,3.3,3.2,0,0.5,7.5,4.9,0.2,0.3,6306504,"Warehouse","6395 N. Sarival Ave","Litchfield Park","Arizona","USA","6395 N. Sarival Ave, Litchfield Park, Arizona 85340",33.530752,-112.410659,"S","Existing","AZA9","A","278,670","-","278,670","85340","Phoenix","2021",4013061045,4013061045,4,13,61045,"1400000US04013061045",4013061045,610.45,"Maricopa","AZ","Arizona","Census Tract 610.45, Maricopa County, Arizona",6892,530,2299,0.8051,0.2401,0.8051,0.3592,0,0.1836,0.4723,0.858,1.5139,0.3439,0.9252,0.3922,0.9139,0,0,0,2.2313,0.9194,0.8324,0.0302,0.8183,1.6809,0.6001,0.3842,0.4363,0,0.8205,0.4061,0,0,0,6.2466,0.5719,0.4081,0.4081,0.4081,0.2676,0.2203,0.1003,0.1332,0.2108,0.4619,0.2214,1.6155,0.1311,0.5867,0.6446,0.4891,0,1.7204,0.2665,0.7397,0.6153,1.355,0.8007,5.099,0.2332,0,0,0,0,0,0,0,0,7.38,0.38,40.48,0.74,3.93,0.74,0,0,0,1.47,4.18,5.44,15.85,38.42,0,0,22.4,18.7041,4.8,1.9,12.8,18.3664,6.5,8.9,17.1,24.1,12.4,0,7,0.6,28.5,9.8,7.3,11.9,8.2,0.2973,0.5157,0.6363,0.1841,0.2588
4,"Arizona","AZ",4013,"Maricopa County",4013061056,"Census Tract 610.56; Maricopa County; Arizona",5.915561020378,3615,773,1041,215,1041,215,198,197,120,164,64,66,163,147,205,221,345,170,1265,296,265,144,35,43,82,138,1340,1058,24,39,0,14,0,19,0,14,1,1,5.5,5.3,7.5,9.2,6.1,6.2,7.3,5.6,5.7,6,9.5,4.1,35,4.2,7.4,3.8,3.4,4.1,2.5,4.2,37.1,28.2,2.3,3.7,0,4,0,1.8,0,4,0,0,0.0876,0.7524,0.0128,0.4328,0.4224,1.708,0.2687,0.1565,0.9718,0.1415,0.3371,0.636,2.2429,0.354,0.5447,0.5447,0.5447,0.4109,0,0,0,0,0.4109,0.0191,4.9065,0.1127,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,3489,23,22,142,82,797,370,277,219,0,14,0,14,124,104,0,14,2.2,2.1,3.9,2.4,22,9.8,7.7,5.9,0,1.2,0,1.2,3.4,2.9,0,1.2,8068522,"Warehouse","17341 W. Minnezona Ave","Maricopa, Goodyear","Arizona","USA","17341 W. Minnezona Ave, Maricopa, Goodyear, Arizona 85395",33.496737,-112.429471,"I","Existing","GYR2","G","636,835","-","636,835","85395","Phoenix","2021",4013061056,4013061047,4,13,61047,"1400000US04013061047",4013061047,610.47,"Maricopa","AZ","Arizona","Census Tract 610.47, Maricopa County, Arizona",3871,217,1640,0.4032,0.0609,0.4032,0.0977,0,0.2503,0.6937,0.9572,1.9012,0.5128,0,0.3181,0,0,0,0,0.3181,0.2347,0.7188,0.004,0.5945,1.3173,0.2746,0,0,0,0,0,0,0,0,3.5366,0.0583,0.7151,0.7151,0.7151,0.1324,0.2915,0.6849,0.2308,0.0794,0.584,0.0684,2.0714,0.2067,0.2011,0.8701,0.2564,0.7231,2.0507,0.5397,0.4769,0.5527,1.0296,0.6792,5.8668,0.3449,0,0,0,0,0,0,0,0,7.85,0.57,45.98,0,0.73,0,0,0,0,16.99,0.55,7.92,0,0,0,0,54.8,11.9866,6,6.5,17.5,13.9944,8.4,4.3,10.4,28.7,9.2,4,0.6,0.4,23.5,9.4,5.1,11.5,6.9,0.0857,0.3966,0.1933,0.0765,0.2171
4,"Arizona","AZ",4013,"Maricopa County",4013061300,"Census Tract 613; Maricopa County; Arizona",1.445901024536,2380,499,767,88,731,86,872,254,18,17,261,86,425,146,774,537,386,122,586,243,318,119,53,61,343,233,1769,546,44,32,0,14,104,73,75,43,0,14,36.6,7.4,1.6,1.5,35.7,11,29.4,9.2,32.6,17,16.2,5.3,24.6,6.5,13.4,4,7.3,8.3,15.9,10.5,74.3,16.8,5.8,4.1,0,5.4,14.2,9.4,10.3,6.2,0,0.6,0.84,0.1241,0.7841,0.936,0.9855,3.6697,0.8358,0.4907,0.6858,0.5471,0.6716,0.9367,3.3319,0.9183,0.8147,0.8147,0.8147,0.5426,0,0.9515,0.7551,0,2.2492,0.4859,10.0655,0.8365,0,0,0,1,1,2,0,0,0,0,1,1,0,0,0,0,1,0,0,1,4,4273,139,54,69,56,1627,460,40,39,0,14,0,14,28,34,5,8,19,7.7,2.9,2.6,68.4,8.3,1.7,1.7,0,1.8,0,1.8,1.2,1.5,0.2,0.3,3425100,"Warehouse","605 143rd Avenue","Goodyear","Arizona","USA","605 143rd Avenue , Goodyear, Arizona 85338",33.441081,-112.369495,"F","Existing","GYR1","G","855,000","1,463,600","2,318,600","85338","Phoenix","2020",4013061300,4013061300,4,13,61300,"1400000US04013061300",4013061300,613,"Maricopa","AZ","Arizona","Census Tract 613, Maricopa County, Arizona",1891,221,3183,1.7644,0.7366,1.5644,0.8672,0,0.2875,0.8765,0.9685,2.1325,0.6002,0.9823,0.8375,0,0,0,0,1.8198,0.872,0.5088,0.8304,0.1839,1.5231,0.4653,0.7891,0.4464,0.9905,2.226,0.9673,0,0,0,7.7014,0.8451,0.7888,0.7888,0.7888,0.825,0.8024,0.6061,0.8196,0.7608,0.9153,0.7093,5.4385,0.8753,0.2523,0.3715,0.4453,0.9193,1.9884,0.4817,0,0,0,0,8.2157,0.7193,0,1,0,0,0,1,0.2,0,8.08,0.85,47.39,55.66,98.62,0,0,0,0,77.65,87.33,14,100,40.41,96.39,0,67.7,50.661,19.7,5.7,59,36.2229,19,23.2,11.4,20.3,11.8,14.4,0,0,26.8,10.5,5.2,14.9,10.3,0.2085,0.6964,0.2082,0.4476,0.6058
4,"Arizona","AZ",4013,"Maricopa County",4013061300,"Census Tract 613; Maricopa County; Arizona",1.445901024536,2380,499,767,88,731,86,872,254,18,17,261,86,425,146,774,537,386,122,586,243,318,119,53,61,343,233,1769,546,44,32,0,14,104,73,75,43,0,14,36.6,7.4,1.6,1.5,35.7,11,29.4,9.2,32.6,17,16.2,5.3,24.6,6.5,13.4,4,7.3,8.3,15.9,10.5,74.3,16.8,5.8,4.1,0,5.4,14.2,9.4,10.3,6.2,0,0.6,0.84,0.1241,0.7841,0.936,0.9855,3.6697,0.8358,0.4907,0.6858,0.5471,0.6716,0.9367,3.3319,0.9183,0.8147,0.8147,0.8147,0.5426,0,0.9515,0.7551,0,2.2492,0.4859,10.0655,0.8365,0,0,0,1,1,2,0,0,0,0,1,1,0,0,0,0,1,0,0,1,4,4273,139,54,69,56,1627,460,40,39,0,14,0,14,28,34,5,8,19,7.7,2.9,2.6,68.4,8.3,1.7,1.7,0,1.8,0,1.8,1.2,1.5,0.2,0.3,1853141,"Warehouse","14000 W Grant St","Goodyear","Arizona","USA","14000 W Grant St, Goodyear, Arizona 85338",33.441196,-112.360777,"D","Existing","DPX6","D","432,150","-","432,150","85338","Phoenix","2019",4013061300,4013061300,4,13,61300,"1400000US04013061300",4013061300,613,"Maricopa","AZ","Arizona","Census Tract 613, Maricopa County, Arizona",1891,221,3183,1.7644,0.7366,1.5644,0.8672,0,0.2875,0.8765,0.9685,2.1325,0.6002,0.9823,0.8375,0,0,0,0,1.8198,0.872,0.5088,0.8304,0.1839,1.5231,0.4653,0.7891,0.4464,0.9905,2.226,0.9673,0,0,0,7.7014,0.8451,0.7888,0.7888,0.7888,0.825,0.8024,0.6061,0.8196,0.7608,0.9153,0.7093,5.4385,0.8753,0.2523,0.3715,0.4453,0.9193,1.9884,0.4817,0,0,0,0,8.2157,0.7193,0,1,0,0,0,1,0.2,0,8.08,0.85,47.39,55.66,98.62,0,0,0,0,77.65,87.33,14,100,40.41,96.39,0,67.7,50.661,19.7,5.7,59,36.2229,19,23.2,11.4,20.3,11.8,14.4,0,0,26.8,10.5,5.2,14.9,10.3,0.2085,0.6964,0.2082,0.4476,0.6058
4,"Arizona","AZ",4013,"Maricopa County",4013082027,"Census Tract 820.27; Maricopa County; Arizona",2.440405567648,5399,774,1631,144,1585,141,1404,435,146,82,586,182,383,156,765,265,274,167,1521,262,294,131,129,103,311,172,4110,857,102,92,12,19,181,109,26,32,7,3,26.3,7.2,5.1,2.9,37,11,12.8,4.9,14.3,4.8,5.1,2.7,28.2,3.4,5.5,2.4,8.2,6.5,6.4,3.4,76.1,11.5,6.3,5.6,0.7,1.2,11.4,6.6,1.6,2,0.1,0.1,0.6814,0.5535,0.8073,0.6741,0.8201,3.5364,0.8038,0.0385,0.8481,0.0584,0.7238,0.8101,2.4789,0.5008,0.8252,0.8252,0.8252,0.5564,0.5131,0.927,0.2067,0.3692,2.5724,0.6288,9.4129,0.7596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5687,113,102,1147,696,2418,739,300,156,93,136,0,19,152,141,0,19,7.1,6.4,21.2,11.6,44.8,11.6,5.6,3,1.7,2.6,0,0.8,2.8,2.6,0,0.8,2266527,"Warehouse","10205 W Roosevelt St","Avondale","Arizona","USA","10205 W Roosevelt St, Avondale, Arizona 85323",33.45682,-112.280589,"F","Existing","GYR4","G","242,521","-","242,521","85323","Phoenix","2020",4013082027,4013082027,4,13,82027,"1400000US04013082027",4013082027,820.27,"Maricopa","AZ","Arizona","Census Tract 820.27, Maricopa County, Arizona",4705,475,4161,1.4145,0.5823,1.0145,0.5302,0,0.3633,0.9848,0.9922,2.3403,0.6624,0,0.685,0,0.8997,0,0,1.5847,0.7825,0.5844,0.0285,0.3779,0.9908,0.0816,0.604,0.5893,0,1.1933,0.5716,0,0,0,6.1091,0.5416,0.8114,0.8114,0.8114,0.6101,0.7197,0.0804,0.7011,0.6718,0.6815,0.0884,3.553,0.5152,0.032,0.8426,0.114,0.7627,1.7513,0.2878,0.5509,0,0.5509,0.2865,6.6666,0.4729,0,1,0,1,0,2,0.4,0,8.49,1.92,59.32,0,57.59,0,50.74,0,0,54.08,3.91,11.33,59.9,71.35,0,0,71.8,35.7067,16,1.7,46.7,32.2176,10.3,5,5.1,27.9,6.9,5,1.2,0,20.1,10.4,3,15.8,6.7,0.0345,0.6732,0.017,0.066,0.6957
4,"Arizona","AZ",4013,"Maricopa County",4013083000,"Census Tract 830; Maricopa County; Arizona",4.72876107888,7221,21,2707,249,2569,232,3249,996,70,110,1068,494,1430,620,727,458,1594,650,1834,528,584,249,418,271,767,366,6588,512,386,260,158,153,164,125,289,344,0,19,45.1,13.8,2.4,3.7,41.6,18.9,32,12.1,10.1,6.3,22.1,9,25.4,7.3,8.1,3.5,16.3,10.4,11.4,5.4,91.2,7.1,14.3,9.5,5.8,5.7,6.4,4.6,11.2,12.9,0,0.3,0.9162,0.2186,0.8725,0.9507,0.6767,3.6347,0.8276,0.7773,0.7286,0.1826,0.9396,0.8959,3.524,0.9578,0.9162,0.9162,0.9162,0.7129,0.7218,0.83,0.7787,0,3.0434,0.8162,11.1183,0.9335,1,0,0,1,0,2,0,0,0,1,0,1,1,1,0,0,0,0,0,0,4,24565,746,328,472,340,5857,685,0,19,39,45,0,19,220,204,0,19,29,11.5,6.5,4.7,81.1,9.5,0,0.6,0.5,0.6,0,0.6,3,2.8,0,0.6,2832567,"Warehouse","10601 West Van Buren Street","Tolleson","Arizona","USA","10601 West Van Buren Street, Tolleson, Arizona 85353",33.44917,-112.287549,"F","Existing","SAZ2","S","332,160","-","332,160","85353","Phoenix","2022",4013083000,4013083000,4,13,83000,"1400000US04013083000",4013083000,830,"Maricopa","AZ","Arizona","Census Tract 830, Maricopa County, Arizona",7246,24,18506,2.0663,0.8412,1.6663,0.9107,0.325,0.3899,0.9799,0.9918,2.6866,0.7603,0,0.7487,0.9527,0.9416,0,0,2.643,0.9555,0.5032,0.2585,0.3587,1.1204,0.1381,0.6781,0.5075,0,1.1856,0.568,0,0,0,7.6356,0.836,0.9548,0.9548,0.9548,0.8651,0.9078,0.3881,0.7885,0.5914,0.8513,0.8435,5.2357,0.8435,0.226,0.8988,0.1292,0.8944,2.1484,0.625,0.6897,0,0.6897,0.3993,9.0286,0.8303,0,1,0,1,0,2,0.4,0.33,8.61,1.76,58.4,0,76.95,17.43,76.28,0,0,79.43,39.53,11.67,79.71,53,0,0,96.2,54.6598,27.5,4,55.4,29.1789,15.4,29.7,10.9,29.7,7.2,11.8,4.5,0,27.7,10.4,4.7,15.6,11.9,0.2541,0.6732,0.1372,0.6363,0.6768
